,year,month,article,qid,monthly_pageviews
8787,2024,5,London Calling,Q644416,295.0
8788,2024,5,Bitch,Q2307699,295.0
8789,2024,5,Savage,Q89019004,294.0
8790,2024,5,Why Do Fools Fall in Love,Q1807009,292.0
8791,2024,5,Diva,Q906519,291.0
8792,2024,5,Take You There,Q3075850,290.0
8793,2024,5,212,Q783262,290.0
8794,2024,5,Human Nature,Q1280732,289.0
8795,2024,5,In Color,Q6009159,289.0
8796,2024,5,Down,Q2275365,288.0
8797,2024,5,The Good Life,Q1403468,288.0
8798,2024,5,Love Again,Q104843655,287.0
8799,2024,5,Don't Stop the Music,Q1138776,287.0
8800,2024,5,Demons,Q5256282,286.0
8801,2024,5,Under the Influence,Q113669375,286.0
8802,2024,5,Young Turks,Q4023065,286.0
8803,2024,5,More Than This,Q1633686,282.0
8804,2024,5,Sure Thing,Q7645595,281.0
8805,2024,5,Next Thing You Know,Q119348200,280.0
8806,2024,5,Civil War,Q742366,279.0
8807,2024,5,There's a Place for Us,Q1988911,278.0
8808,2024,5,Yummy,Q79646941,270.0
8809,2024,5,Boom Boom,Q2557137,269.0
8810,2024,5,Valerie,Q2634654,269.0
8811,2024,5,Bar Yochai,Q6853916,269.0
8812,2024,5,Please,Q1754593,267.0
8813,2024,5,The Way I Am,Q1412631,267.0
8814,2024,5,I Believe,Q5976254,263.0
8815,2024,5,Praise,Q124618512,261.0
8816,2024,5,The Heat Is On,Q2411905,261.0
8817,2024,5,Pennies from Heaven,Q3110010,254.0
8818,2024,5,Physical,Q83548825,254.0
8819,2024,5,Alice,Q97496681,254.0
8820,2024,5,I'm Alright,Q17012579,254.0
8821,2024,5,Knives Out,Q2309096,254.0
8822,2024,5,I Found You,Q58815963,252.0
8823,2024,5,How Do I Survive,Q5917593,251.0
8824,2024,5,I'll Be Your Everything,Q5965725,251.0
8825,2024,5,I Am What I Am,Q930976,250.0
8826,2024,5,Frankie and Johnny,Q1445112,247.0
8827,2024,5,Gold,Q65089936,247.0
8828,2024,5,Don't,Q21480318,245.0
8829,2024,5,Who Do You Love?,Q17065276,244.0
8830,2024,5,Human,Q919463,240.0
8831,2024,5,Agatha All Along,Q125931530,240.0
8832,2024,5,Wake Up Call,Q2016218,237.0
8833,2024,5,Element,Q30603328,237.0
8834,2024,5,Hells Bells,Q1512224,237.0
8835,2024,5,I'll Be,Q96381582,236.0
8836,2024,5,Leather and Lace,Q6510456,235.0
8837,2024,5,Rumors,Q924235,235.0
8838,2024,5,Cannonball,Q5032812,235.0
8839,2024,5,Super Trouper,Q114159,234.0
8840,2024,5,Hold My Hand,Q17010324,234.0
8841,2024,5,The Show Goes On,Q7764012,234.0
8842,2024,5,Cowgirls,Q122422023,234.0
8843,2024,5,Burn It Down,Q124625322,233.0
8844,2024,5,Carolina,Q112682109,232.0
8845,2024,5,Now Is the Time,Q106253855,231.0
8846,2024,5,Automatic,Q4826493,229.0
8847,2024,5,Made You Look,Q115111032,227.0
8848,2024,5,America,Q4742719,227.0
8849,2024,5,Before You Go,Q79879927,226.0
8850,2024,5,The Bigger Picture,Q96419485,226.0
8851,2024,5,Sonne,Q835804,225.0
8852,2024,5,Last Night,Q3021989,225.0
8853,2024,5,Hold Me Now,Q549709,224.0
8854,2024,5,Freaky Friday,Q51220061,224.0
8855,2024,5,All That Jazz,Q3612190,223.0
8856,2024,5,Oxford Comma,Q2555930,220.0
8857,2024,5,Superwoman,Q7644350,220.0
8858,2024,5,Godzilla,Q5577027,220.0
8859,2024,5,Ashes to Ashes,Q288437,219.0
8860,2024,5,Remember Me,Q47207729,218.0
8861,2024,5,Rock On,Q7354619,218.0
8862,2024,5,Pick Up the Pieces,Q7190718,218.0
8863,2024,5,Crazy,Q1139219,217.0
8864,2024,5,Let Her Cry,Q17020456,217.0
8865,2024,5,Work It,Q1569320,217.0
8866,2024,5,Choker,Q106652415,216.0
8867,2024,5,Supersonic,Q1351488,213.0
8868,2024,5,Mesmerizer,,213.0
8869,2024,5,Born to Run,Q2734366,213.0
8870,2024,5,Monster,Q2416813,213.0
8871,2024,5,Ain't It Fun,Q15284481,212.0
8872,2024,5,Mama Tried,Q3284790,212.0
8873,2024,5,Nightcall,Q3341411,212.0
8874,2024,5,Big Girls Don't Cry,Q4905771,212.0
8875,2024,5,Master of Puppets,Q383630,211.0
8876,2024,5,All I Ever Need Is You,Q4033740,211.0
8877,2024,5,Can't Blame a Girl for Trying,Q16247066,210.0
8878,2024,5,Brother,Q25217194,209.0
8879,2024,5,Fuck You,Q1757303,209.0
8880,2024,5,Pedestal,Q123785178,209.0
8881,2024,5,Heart and Soul,Q1408002,208.0
8882,2024,5,Sensational,Q123273232,208.0
8883,2024,5,Skin,Q105038462,208.0
8884,2024,5,Pussy,Q171041,208.0
8885,2024,5,Southern Nights,Q55815074,208.0
8886,2024,5,Crawling,Q108368458,208.0
8887,2024,5,She Used to Be Mine,Q21203342,208.0
8888,2024,5,Satellite,Q156562,208.0
8889,2024,5,I Don't Know,Q55107824,207.0
8890,2024,5,Grito,Q124805621,207.0
8891,2024,5,The Way,Q10858559,206.0
8892,2024,5,Patience,Q1592145,205.0
8893,2024,5,What I Am,Q125025958,205.0
8894,2024,5,In the Meantime,Q16996775,204.0
8895,2024,5,D.S.,Q900731,203.0
8896,2024,5,Death Cab for Cutie,Q3704300,203.0
8897,2024,5,Friendly Fire,Q124634823,203.0
8898,2024,5,Popular,Q118979027,203.0
8899,2024,5,Don't Blame Me,Q97650812,201.0
8900,2024,5,Unforgettable,Q30603129,201.0
8901,2024,5,Georgy Porgy,Q2578892,200.0
8902,2024,5,Pity Party,Q20730470,200.0
8903,2024,5,Problem,Q16736785,200.0
8904,2024,5,Black Sabbath,Q880537,200.0
8905,2024,5,Crying,Q2043793,200.0
8906,2024,5,Galveston,Q5519421,200.0
8907,2024,5,Upside Down,Q1511102,199.0
8908,2024,5,Liar,Q124707535,199.0
8909,2024,5,Ace of Spades,Q2526077,199.0
8910,2024,5,Band on the Run,Q507541,199.0
8911,2024,5,You Can Have It All,Q25218346,198.0
8912,2024,5,Pillowtalk,Q22337562,198.0
8913,2024,5,I Don't Wanna Wait,Q126051126,198.0
8914,2024,5,Wicked,Q25205910,198.0
8915,2024,5,Sundress,Q60754573,198.0
8916,2024,5,No One,Q2287387,197.0
8917,2024,5,We Don't Talk Anymore,Q22673276,197.0
8918,2024,5,All I Want Is You,Q606088,197.0
8919,2024,5,Impossible,Q2626573,196.0
8920,2024,5,Take a Picture,Q4050672,196.0
8921,2024,5,Pray for Me,Q47555246,195.0
8922,2024,5,Can't Stop,Q2292806,195.0
8923,2024,5,So What,Q1044354,195.0
8924,2024,5,Wah-Wah,Q3565109,195.0
8925,2024,5,One Step Closer,Q19995,194.0
8926,2024,5,Live Forever,Q769355,194.0
8927,2024,5,Leave Me Alone,Q750373,194.0
8928,2024,5,Music,Q1921383,194.0
8929,2024,5,Guilty Conscience,Q1507857,193.0
8930,2024,5,Coming Up,Q174195,193.0
8931,2024,5,Open Your Heart,Q595370,193.0
8932,2024,5,Holiday,Q5880348,192.0
8933,2024,5,Today,Q2758957,192.0
8934,2024,5,August,Q98747633,192.0
8935,2024,5,Lost,Q116764603,192.0
8936,2024,5,Cool,Q1882159,191.0
8937,2024,5,10 Minutes,Q109928236,191.0
8938,2024,5,Not My Fault,Q124353181,190.0
8939,2024,5,Us and Them,Q660443,188.0
8940,2024,5,Pac's Life,Q2349516,188.0
8941,2024,5,Sail,Q2361381,188.0
8942,2024,5,Heart on My Sleeve,Q117802159,188.0
8943,2024,5,Big in Japan,Q427172,188.0
8944,2024,5,Fire,Q5451295,187.0
8945,2024,5,Me Gustas Tú,Q3853426,187.0
8946,2024,5,Scheiße,Q374623,187.0
8947,2024,5,Fuego,Q47498866,187.0
8948,2024,5,This Land,Q107675919,186.0
8949,2024,5,Top of the World,Q3424613,186.0
8950,2024,5,Cheater,Q1095079,186.0
8951,2024,5,Heya,,186.0
8952,2024,5,Romeo and Juliet,Q2739284,184.0
8953,2024,5,Sgt. Pepper's Lonely Hearts Club Band,Q1326986,184.0
8954,2024,5,Cannonball,Q16851583,184.0
8955,2024,5,Singin' in the Rain,Q1187360,183.0
8956,2024,5,Girls & Boys,Q2713436,182.0
8957,2024,5,Boys,Q33857764,182.0
8958,2024,5,Sugar Mountain,Q7634881,180.0
8959,2024,5,Post Malone,Q85794125,178.0
8960,2024,5,Baby Blue,Q4838205,177.0
8961,2024,5,Cool About It,Q116609816,177.0
8962,2024,5,Why Me,Q1415217,174.0
8963,2024,5,So What?,Q7549591,173.0
8964,2024,5,Get Ready,Q2596211,172.0
8965,2024,5,Chicken Noodle Soup,Q5096261,169.0
8966,2024,5,Electricity,Q56570915,169.0
8967,2024,5,Hold Back the River,Q18663654,168.0
8968,2024,5,Freak,Q98112404,168.0
8969,2024,5,You Take My Breath Away,Q8057538,166.0
8970,2024,5,Adrenalina,Q105810776,166.0
8971,2024,5,Carolina,Q16967084,166.0
8972,2024,5,Santa Lucia,Q1133128,165.0
8973,2024,5,YYZ,Q841975,163.0
8974,2024,5,Pocahontas,Q14660878,163.0
8975,2024,5,Love Is a Beautiful Thing,Q6690777,163.0
8976,2024,5,We Had It All,Q7977594,162.0
8977,2024,5,Darkness,Q83621187,162.0
8978,2024,5,Mother,Q2453999,160.0
8979,2024,5,Goodies,Q960371,160.0
8980,2024,5,Circus,Q681319,156.0
8981,2024,5,Anaconda,Q17485058,156.0
8982,2024,5,Latch,Q6495132,155.0
8983,2024,5,Every Little Thing,Q39070024,155.0
8984,2024,5,Waterloo,Q32503,153.0
8985,2024,5,River,Q45900443,153.0
8986,2024,5,The Freshmen,Q7735273,152.0
8987,2024,5,Aja,Q19871776,151.0
8988,2024,5,Moonlight in Vermont,Q11164902,151.0
8989,2024,5,Motivation,Q2707299,149.0
8990,2024,5,Sweet Thing,Q4050460,149.0
8991,2024,5,God Only Knows,Q65118280,148.0
8992,2024,5,St. Anger,Q1347942,147.0
8993,2024,5,Winning,Q8025685,147.0
8994,2024,5,Bitch,Q2636008,147.0
8995,2024,5,We Don't Trust You,Q125407694,146.0
8996,2024,5,The Way I Loved You,,146.0
8997,2024,5,I Will Remember You,Q16157438,145.0
8998,2024,5,Skyfall,Q326790,144.0
8999,2024,5,Husavik,Q97182035,144.0
9000,2024,5,They Don't Know,Q7783694,144.0
9001,2024,5,Enough Said,Q197995,144.0
9002,2024,5,Shattered,Q4992632,143.0
9003,2024,5,Things Can Only Get Better,Q17032132,141.0
9004,2024,5,Beautiful Soul,Q4877813,139.0
9005,2024,5,Use Me,Q9092055,139.0
9006,2024,5,Dance the Night Away,Q5215307,138.0
9007,2024,5,Love Is a Wonderful Thing,Q6690799,137.0
9008,2024,5,Glory,Q18823031,137.0
9009,2024,5,Stand,Q2309248,137.0
9010,2024,5,Celebrity Skin,Q3325193,137.0
9011,2024,5,Let's Get Together,Q6532375,136.0
9012,2024,5,Steal Away,Q7605249,134.0
9013,2024,5,You Don't Know Me,Q8057190,134.0
9014,2024,5,Laura,Q3827723,133.0
9015,2024,5,Obsession,Q2013042,133.0
9016,2024,5,The Party's Over,Q18154885,133.0
9017,2024,5,Stormy Weather,Q3238185,132.0
9018,2024,5,Last Night on Earth,Q2670784,132.0
9019,2024,5,The Tower,Q124621488,132.0
9020,2024,5,Albuquerque,Q4712800,132.0
9021,2024,5,Stand Up,Q81825427,131.0
9022,2024,5,Chicago,Q5095458,131.0
9023,2024,5,Captain Jack,Q5036681,130.0
9024,2024,5,Party,Q2528043,130.0
9025,2024,5,Keep Your Head Up,Q3194629,130.0
9026,2024,5,The Hanging Tree,Q7738759,129.0
9027,2024,5,Ready or Not,Q2081503,129.0
9028,2024,5,Minute by Minute,Q6871155,129.0
9029,2024,5,Chillin,Q251128,129.0
9030,2024,5,Amazing,Q4740771,129.0
9031,2024,5,Too Close,Q1311458,128.0
9032,2024,5,8th of November,Q4645508,128.0
9033,2024,5,Boyfriend,Q110946511,127.0
9034,2024,5,Fear,Q30603334,127.0
9035,2024,5,Glorious,Q39069911,127.0
9036,2024,5,Hey Ma,Q5749332,127.0
9037,2024,5,Pamela,Q1118089,127.0
9038,2024,5,Living in America,Q1145539,127.0
9039,2024,5,Just Breathe,Q2082556,126.0
9040,2024,5,Wild Side,Q107538907,126.0
9041,2024,5,Into You,Q24026109,125.0
9042,2024,5,Brain Damage,Q121854727,125.0
9043,2024,5,Shadow Dancing,Q7460506,125.0
9044,2024,5,One Time,Q1999703,125.0
9045,2024,5,Superman,Q1408606,125.0
9046,2024,5,Bed of Roses,Q25217482,125.0
9047,2024,5,God,Q30603338,125.0
9048,2024,5,Running on Empty,Q7380040,124.0
9049,2024,5,Lakeside Park,Q6479137,124.0
9050,2024,5,Never Too Much,Q7004309,124.0
9051,2024,5,Mamma,Q1690597,124.0
9052,2024,5,Play That Song,Q28452563,124.0
9053,2024,5,Sour Candy,Q95681662,123.0
9054,2024,5,Bailando,Q16634732,122.0
9055,2024,5,Give Me the Night,Q5565739,122.0
9056,2024,5,Red River Valley,Q3231955,122.0
9057,2024,5,Lalala,Q123757374,122.0
9058,2024,5,Trouble,Q3540855,122.0
9059,2024,5,Mama Said,Q6745318,122.0
9060,2024,5,"Up, Up and Away",Q7897899,121.0
9061,2024,5,Vitamin C,Q7936951,121.0
9062,2024,5,1985,Q55601211,121.0
9063,2024,5,The Ride,Q7760701,121.0
9064,2024,5,Mayonaise,Q6797599,121.0
9065,2024,5,The Promise,Q1605662,121.0
9066,2024,5,Gone Away,Q372369,120.0
9067,2024,5,Aneurysm,Q2274517,120.0
9068,2024,5,"Liar, Liar",Q6540220,120.0
9069,2024,5,What's New Pussycat?,Q3434878,120.0
9070,2024,5,Brass Monkey,Q4957874,119.0
9071,2024,5,Unfaithful,Q910268,119.0
9072,2024,5,You Ain't Seen Nothing Yet,Q5872779,119.0
9073,2024,5,All Day,Q19520183,119.0
9074,2024,5,Uma Thurman,Q18786467,118.0
9075,2024,5,Sweet Love,Q7655407,117.0
9076,2024,5,In the Night,Q21480337,117.0
9077,2024,5,Hail Mary,Q2671419,117.0
9078,2024,5,Princess Diana,Q117713758,116.0
9079,2024,5,Buffalo Soldier,Q141552,116.0
9080,2024,5,Self Control,Q1550581,116.0
9081,2024,5,To Sir with Love,Q2916924,115.0
9082,2024,5,Before I Forget,Q814212,115.0
9083,2024,5,Fake Love,Q53866843,115.0
9084,2024,5,Watergun,Q117006484,115.0
9085,2024,5,Lovers and Friends,Q3244222,115.0
9086,2024,5,Lonely Boy,Q677146,115.0
9087,2024,5,Bad Girls,Q529047,114.0
9088,2024,5,Breakfast in America,Q2924242,114.0
9089,2024,5,True Faith,Q2599551,114.0
9090,2024,5,Mama,Q2044719,114.0
9091,2024,5,What a Man,Q2566532,114.0
9092,2024,5,Pretty Paper,Q18663734,114.0
9093,2024,5,Winnie the Pooh,Q8025667,114.0
9094,2024,5,Peanut Butter Jelly,Q20718265,113.0
9095,2024,5,So Alive,Q7549022,113.0
9096,2024,5,Wild Ones,Q1333322,113.0
9097,2024,5,Baby Boy,Q147713,113.0
9098,2024,5,Wranglers,,113.0
9099,2024,5,Galway Girl,Q28969048,113.0
9100,2024,5,Takin' Care of Business,Q7678301,112.0
9101,2024,5,Berzerk,Q14656690,112.0
9102,2024,5,No Man's Land,Q1508596,112.0
9103,2024,5,Creep,Q387002,112.0
9104,2024,5,Video Phone,Q832285,112.0
9105,2024,5,Ride,Q19961764,112.0
9106,2024,5,Oh My God,Q109674921,111.0
9107,2024,5,Out of Time,Q2432166,111.0
9108,2024,5,To Live & Die in L.A.,Q4051542,111.0
9109,2024,5,Someone to Watch Over Me,Q4325320,111.0
9110,2024,5,White Horse,Q2076591,111.0
9111,2024,5,409,Q4637373,111.0
9112,2024,5,Let's Get Crazy,Q10559789,110.0
9113,2024,5,Run Away,Q2672585,110.0
9114,2024,5,The Hills,Q20648823,109.0
9115,2024,5,The King and I,Q115517362,109.0
9116,2024,5,Banana,Q109700636,109.0
9117,2024,5,Honey,Q1049293,108.0
9118,2024,5,Cry Me a River,Q2530778,108.0
9119,2024,5,Mr. Lonely,Q2471523,108.0
9120,2024,5,Kansas City,Q1723915,108.0
9121,2024,5,Blackstar,Q21531669,107.0
9122,2024,5,Loverboy,Q264859,107.0
9123,2024,5,Hold Me Closer,Q113625345,107.0
9124,2024,5,Hey Mr. D.J.,Q5749365,106.0
9125,2024,5,All Time Low,Q28288823,106.0
9126,2024,5,One of Wun,,106.0
9127,2024,5,Ederlezi,Q785908,106.0
9128,2024,5,Whipping Post,Q7993733,106.0
9129,2024,5,Wild Wild West,Q4019788,106.0
9130,2024,5,Conga,Q254026,106.0
9131,2024,5,Release Me,Q3181412,106.0
9132,2024,5,Survivor,Q149099,106.0
9133,2024,5,Doomsday,Q120487764,105.0
9134,2024,5,The Elements,Q2862702,105.0
9135,2024,5,In Too Deep,Q2716279,105.0
9136,2024,5,Black Widow,Q16952111,105.0
9137,2024,5,Get Together,Q580550,105.0
9138,2024,5,Jet,Q2416859,105.0
9139,2024,5,The Hustle,Q7741159,105.0
9140,2024,5,Bad Company,Q4840243,105.0
9141,2024,5,Mother,Q2452661,105.0
9142,2024,5,Kings & Queens,Q87429903,105.0
9143,2024,5,Lazarus,Q21762398,105.0
9144,2024,5,Roses,Q59530918,104.0
9145,2024,5,Strange Magic,Q587777,104.0
9146,2024,5,That's What I Like,Q28452709,104.0
9147,2024,5,My Boyfriend's Back,Q6945080,104.0
9148,2024,5,No Matter What,Q7044451,104.0
9149,2024,5,Gimme Love,Q122834943,104.0
9150,2024,5,When We Were Young,Q21684082,104.0
9151,2024,5,Babooshka,Q56023860,104.0
9152,2024,5,Missing You,Q6878395,104.0
9153,2024,5,All I Know So Far,Q106858671,104.0
9154,2024,5,Pepper,Q7166346,103.0
9155,2024,5,Outside,Q7112937,103.0
9156,2024,5,Holy Diver,Q981084,103.0
9157,2024,5,All My Life,Q118945253,103.0
9158,2024,5,Alienated,Q125577692,103.0
9159,2024,5,Thunder Road,Q1573287,103.0
9160,2024,5,Shape of My Heart,Q3481461,102.0
9161,2024,5,Encore,Q5375532,102.0
9162,2024,5,Barbra Streisand,Q596113,102.0
9163,2024,5,Squeeze Box,Q1975115,102.0
9164,2024,5,The Book of Love,Q22043867,102.0
9165,2024,5,Temperature,Q2547964,102.0
9166,2024,5,Can't Get Enough,Q124289776,102.0
9167,2024,5,Mood,Q97691641,102.0
9168,2024,5,Institutionalized,Q6041253,102.0
9169,2024,5,Better Place,Q122890867,102.0
9170,2024,5,Reflection,Q2019676,102.0
9171,2024,5,Free Your Mind,Q3359736,101.0
9172,2024,5,Uninvited,Q2548119,101.0
9173,2024,5,The Tower,Q124621488,101.0
9174,2024,5,Rock the Boat,Q7354883,101.0
9175,2024,5,Jai Ho,Q2735985,101.0
9176,2024,5,Burn It Down,Q19991,100.0
9177,2024,5,Just Can't Get Enough,Q1027619,100.0
9178,2024,5,Do It Again,Q2075389,100.0
9179,2024,5,Brave,Q14913267,100.0
9180,2024,5,Lose Control,Q2724281,100.0
9181,2024,5,King of Hearts,Q6412250,100.0
9182,2024,5,Who Loves You,Q7997335,100.0
9183,2024,5,Maroon,Q114804768,100.0
9184,2024,5,Heartless,Q76618308,100.0
9185,2024,5,The Show,Q3499055,100.0
9186,2024,5,If It's Love,Q39449,99.0
9187,2024,5,I'm Lovin' It,Q939945,99.0
9188,2024,5,Queen of Kings,Q116689242,99.0
9189,2024,5,V.A.N,Q124353321,99.0
9190,2024,5,Tribute,Q3110340,98.0
9191,2024,5,Northern Lights,Q18162770,98.0
9192,2024,5,Just a Gigolo,Q1405817,98.0
9193,2024,5,One More Night,Q972068,98.0
9194,2024,5,Red,Q252057,98.0
9195,2024,5,Xanadu,Q728982,98.0
9196,2024,5,Brandy,Q959011,98.0
9197,2024,5,Feliz Navidad,Q867806,98.0
9198,2024,5,Heated,Q125545096,97.0
9199,2024,5,Sometimes,Q753945,97.0
9200,2024,5,Enola Gay,Q2630633,97.0
9201,2024,5,A Girl Like You,Q3752994,97.0
9202,2024,5,Come with Me,Q5151370,97.0
9203,2024,5,Fireball,Q18066273,97.0
9204,2024,5,Hot Hot Hot,Q3084047,97.0
9205,2024,5,New Romantics,Q22918941,96.0
9206,2024,5,Nasty Girl,Q6967749,96.0
9207,2024,5,Valley Girl,Q7912077,96.0
9208,2024,5,"Hello, Dolly!",Q1267483,96.0
9209,2024,5,Escapism,Q115640235,96.0
9210,2024,5,In Your Room,Q302592,96.0
9211,2024,5,Legends,Q78350812,96.0
9212,2024,5,A Little Piece of Heaven,Q114566561,96.0
9213,2024,5,Hazard,Q12745372,96.0
9214,2024,5,Lose My Breath,Q125870245,96.0
9215,2024,5,Heaven,Q5694597,96.0
9216,2024,5,Body,Q102180867,96.0
9217,2024,5,Piggyback,Q48815563,96.0
9218,2024,5,Uno,Q87598125,95.0
9219,2024,5,Story of My Life,Q15221456,95.0
9220,2024,5,All Around the World,Q965027,95.0
9221,2024,5,Pieces of Me,Q3902730,95.0
9222,2024,5,The Spectre,Q40896718,95.0
9223,2024,5,Budapest,Q16467392,95.0
9224,2024,5,American Girl,Q14937634,95.0
9225,2024,5,Pictures of You,Q2640103,95.0
9226,2024,5,Mine,Q1648799,95.0
9227,2024,5,See You Again,Q96405250,95.0
9228,2024,5,Hotter than Hell,Q25218985,95.0
9229,2024,5,My Happy Ending,Q846503,95.0
9230,2024,5,Ceremony,Q2599950,94.0
9231,2024,5,Toxicity,Q45340,94.0
9232,2024,5,Talking in Your Sleep,Q7679859,94.0
9233,2024,5,Games Without Frontiers,Q2750707,94.0
9234,2024,5,Life of the Party,Q109285035,94.0
9235,2024,5,What's Next,Q105815228,94.0
9236,2024,5,Just the Two of Us,Q3811538,94.0
9237,2024,5,Telephone Line,Q3517328,94.0
9238,2024,5,Firestarter,Q1419005,94.0
9239,2024,5,Sara,Q602645,94.0
9240,2024,5,She,Q2437332,93.0
9241,2024,5,Burning Heart,Q1016791,93.0
9242,2024,5,So High,Q86671894,93.0
9243,2024,5,Nothing Matters,Q124432985,93.0
9244,2024,5,Take Me to Your Heaven,Q257193,93.0
9245,2024,5,I Can't Wait,Q1655147,93.0
9246,2024,5,Fifteen,Q2274912,93.0
9247,2024,5,Mia,Q59387050,93.0
9248,2024,5,Brothers in Arms,Q990847,93.0
9249,2024,5,Mambo Italiano,Q2303964,93.0
9250,2024,5,Look at Me Now,Q2118825,93.0
9251,2024,5,Highway to Hell,Q1508213,93.0
9252,2024,5,2024,Q124040144,93.0
9253,2024,5,La Mer,Q1638497,93.0
9254,2024,5,Windy,Q17147235,93.0
9255,2024,5,The Boys,Q623131,93.0
9256,2024,5,Dazed and Confused,Q636563,93.0
9257,2024,5,Clean,Q101003570,93.0
9258,2024,5,Safe and Sound,Q13360186,93.0
9259,2024,5,A Lot,Q60769620,93.0
9260,2024,5,Hush,Q2631389,93.0
9261,2024,5,A Taste of Honey,Q300586,92.0
9262,2024,5,One Last Breath,Q4822327,92.0
9263,2024,5,Geronimo,Q16739931,92.0
9264,2024,5,Bejeweled,Q114854687,92.0
9265,2024,5,One More Chance,Q3882522,92.0
9266,2024,5,Die for You,Q30597941,92.0
9267,2024,5,Ophelia,Q28451371,92.0
9268,2024,5,Shooting Stars,Q29168908,92.0
9269,2024,5,Rio,Q2067478,92.0
9270,2024,5,Applause,Q14344806,92.0
9271,2024,5,Listen,Q1140586,92.0
9272,2024,5,Getaway Car,Q56598871,92.0
9273,2024,5,Here I Am,Q1468699,91.0
9274,2024,5,Lights,Q1184983,91.0
9275,2024,5,Go West,Q701588,91.0
9276,2024,5,Just Another Day,Q6315760,91.0
9277,2024,5,In the Middle,Q124621490,91.0
9278,2024,5,Easy,Q124650142,91.0
9279,2024,5,Moskau,Q1519358,91.0
9280,2024,5,My Cherie Amour,Q3277462,91.0
9281,2024,5,XXL,Q961215,91.0
9282,2024,5,Finesse,Q47086808,91.0
9283,2024,5,Cry,Q5190377,91.0
9284,2024,5,Orion,Q121238455,91.0
9285,2024,5,Truth or Dare,Q124245219,91.0
9286,2024,5,Candy,Q5032050,91.0
9287,2024,5,Fade to Black,Q1752956,91.0
9288,2024,5,Grenade,Q166791,91.0
9289,2024,5,Dogs,Q907682,91.0
9290,2024,5,Born to Be Alive,Q893931,90.0
9291,2024,5,Hold Me Now,Q5879183,90.0
9292,2024,5,Birthday,Q2168321,90.0
9293,2024,5,Tomorrow,Q116535,90.0
9294,2024,5,Shots,Q2478245,90.0
9295,2024,5,3,Q229553,90.0
9296,2024,5,Real Love,Q1698590,90.0
9297,2024,5,One Step Beyond,Q1147612,90.0
9298,2024,5,Motivation,Q66363590,90.0
9299,2024,5,Times Like These,Q72931509,90.0
9300,2024,5,Peaches,Q106070690,90.0
9301,2024,6,Houdini,Q126196232,133987.0
9302,2024,6,Espresso,Q125450571,63883.0
9303,2024,6,Please Please Please,,63071.0
9304,2024,6,No,Q23004224,37435.0
9305,2024,6,Million Dollar Baby,Q125743792,36074.0
9306,2024,6,Butterfly,Q582848,31372.0
9307,2024,6,American Pie,Q466255,28214.0
9308,2024,6,Like That,Q125131153,24184.0
9309,2024,6,Euphoria,Q125706765,22857.0
9310,2024,6,The Boy Is Mine,Q124817156,22044.0
9311,2024,6,Zombie,Q169298,20594.0
9312,2024,6,Hallelujah,Q969635,20342.0
9313,2024,6,Baker Street,Q804380,19542.0
9314,2024,6,Wagon Wheel,Q7959653,19243.0
9315,2024,6,Kokomo,Q1742084,18365.0
9316,2024,6,Nasty,Q125843866,16685.0
9317,2024,6,360,Q126033982,15662.0
9318,2024,6,Tennessee Whiskey,Q3518110,15606.0
9319,2024,6,Abracadabra,Q323324,15062.0
9320,2024,6,Stan,Q312122,15021.0
9321,2024,6,Family Matters,Q125766929,14454.0
9322,2024,6,Ulterior Motives,Q123631007,14085.0
9323,2024,6,Into the Night,Q6058113,14076.0
9324,2024,6,Karma,Q125450884,13865.0
9325,2024,6,Fortnight,Q125511018,13690.0
9326,2024,6,Y.M.C.A.,Q592696,13505.0
9327,2024,6,Money for Nothing,Q1165404,13235.0
9328,2024,6,Landslide,Q3392431,12496.0
9329,2024,6,Tipsy,Q4828923,12357.0
9330,2024,6,La Bamba,Q641677,12087.0
9331,2024,6,Lose Control,Q122332978,12080.0
9332,2024,6,Time After Time,Q1808348,12017.0
9333,2024,6,Von Dutch,Q124606110,11983.0
9334,2024,6,Flowers,Q115945493,11875.0
9335,2024,6,Without Me,Q1479183,11861.0
9336,2024,6,The Boys of Summer,Q964737,11703.0
9337,2024,6,...Baby One More Time,Q155016,11376.0
9338,2024,6,Erika,Q700867,11344.0
9339,2024,6,Yeah!,Q744297,11331.0
9340,2024,6,The Boy Is Mine,Q1088774,11238.0
9341,2024,6,Lunch,Q125688793,11028.0
9342,2024,6,I Love It,Q3273659,10896.0
9343,2024,6,Rockstar,,10848.0
9344,2024,6,Hurt,Q1142043,10802.0
9345,2024,6,I Can Only Imagine,Q5976590,10641.0
9346,2024,6,Beautiful Things,Q124422481,10593.0
9347,2024,6,Africa,Q383842,10551.0
9348,2024,6,Birds of a Feather,,10467.0
9349,2024,6,Peaches,Q17063439,10209.0
9350,2024,6,Iris,Q1932351,10038.0
9351,2024,6,Creep,Q863433,9908.0
9352,2024,6,Push Ups,Q125503478,9854.0
9353,2024,6,Edelweiss,Q2735688,9854.0
9354,2024,6,Dixie,Q1231722,9820.0
9355,2024,6,Jolene,Q1573997,9788.0
9356,2024,6,Alouette,Q1138836,9777.0
9357,2024,6,What's Up?,Q2604122,9585.0
9358,2024,6,Stand by Me,Q1513654,9561.0
9359,2024,6,Thriller,Q380825,9458.0
9360,2024,6,Cruel Summer,Q67184416,9271.0
